schema_version,protocol_id,analysis_id,claim_boundary,diagnostic_only,v1_2_label,formal_eligible,threshold_freeze_eligible,source_dataset,source_order,sample_id,family,mutation_class,control_type,source_descriptor,model,baseline,source_pose_sha256,v1_2_metrics_row_sha256,legacy_occlusion_relpath,legacy_occlusion_sha256,legacy_classification_relpath,legacy_classification_sha256,legacy_hotspot_overlap_count,v1_2_hotspot_overlap_count,hotspot_overlap_delta,legacy_inclusive_total_atom_contacts,v1_2_atom_only_total_atom_contacts,delta_total_atom_contacts,ratio_new_over_old_total_atom_contacts,percent_change_total_atom_contacts,legacy_inclusive_total_residue_pairs,v1_2_atom_only_total_residue_pairs,delta_total_residue_pairs,ratio_new_over_old_total_residue_pairs,percent_change_total_residue_pairs,legacy_inclusive_cdr3_atom_contacts,v1_2_atom_only_cdr3_atom_contacts,delta_cdr3_atom_contacts,ratio_new_over_old_cdr3_atom_contacts,percent_change_cdr3_atom_contacts,legacy_inclusive_cdr3_residue_pairs,v1_2_atom_only_cdr3_residue_pairs,delta_cdr3_residue_pairs,ratio_new_over_old_cdr3_residue_pairs,percent_change_cdr3_residue_pairs,legacy_inclusive_cdr3_atom_fraction,v1_2_atom_only_cdr3_atom_fraction,delta_cdr3_atom_fraction,ratio_new_over_old_cdr3_atom_fraction,percent_change_cdr3_atom_fraction,legacy_inclusive_cdr3_residue_pair_fraction,v1_2_atom_only_cdr3_residue_pair_fraction,delta_cdr3_residue_pair_fraction,ratio_new_over_old_cdr3_residue_pair_fraction,percent_change_cdr3_residue_pair_fraction,reference_protein_atom_heavy_atom_count,reference_excluded_hetatm_heavy_atom_count,reference_excluded_hoh_heavy_atom_count,reference_excluded_edo_heavy_atom_count,legacy_v1_1_class,v1_2_metrics_old_rule_diagnostic_class,old_rule_diagnostic_transition,old_rule_class_changed,delta_row_sha256
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_1_model_1,9e6y,a87655884a7b757f398f8c4c497ab033a33e4faae37fc7793982d4e6e0fb4051,42d7f5d86a781a27b4ad7f0071e82447d2dcf05790d8e7fd38dfc18cd918b82d,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,8,8,0,5178,4817,-361,0.93028196214754733,-6.9718037852452674,415,343,-72,0.82650602409638552,-17.349397590361448,851,844,-7,0.99177438307873089,-0.82256169212691077,61,56,-5,0.91803278688524592,-8.1967213114754074,0.16434916956353804,0.17521278804235002,0.010863618478811982,1.0661008419310087,6.6100841931008736,0.14698795180722893,0.16326530612244897,0.016277354315220038,1.1107393777183003,11.073937771830034,1002,84,60,24,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E->EVIDENCE_INFERENCE_ONLY_E,false,2d4202408d7bbb03033a11766c2327b8417b6197bc55b8791de7d729d60e24e7
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_1_model_2,8x6b,1155ea39b0a7ca57d1d61ebc108957591d1d5763bdb827526563d79d12213848,b6d38afd5e8e2c7e793c2515f9db074428cc90624b607d07b822615b2bc022b0,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/8x6b_baseline/cdr3_occlusion_summary_8x6b.csv,a01ad7cd252047fee1504c52aed6a0ade935be121e9ae00cd1f38a05aa7ed677,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_8x6b_blocker_classification.csv,f0de7c4b8435b0926b4578adcf52b2debdf78d059094ee7ad14f6f8227530cb9,11,11,0,5281,5037,-244,0.95379662942624499,-4.6203370573755009,426,357,-69,0.8380281690140845,-16.197183098591552,735,725,-10,0.98639455782312924,-1.3605442176870763,49,45,-4,0.91836734693877553,-8.1632653061224474,0.13917818594963074,0.14393488187413142,0.0047566959245006757,1.0341770220099158,3.4177022009915792,0.11502347417840375,0.12605042016806722,0.011026945989663473,1.0958669181958498,9.5866918195849813,963,58,58,0,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E->EVIDENCE_INFERENCE_ONLY_E,false,1cdd2d3dc56773d3a7d8bc911f7cc6158a25418c1eb275a3589b4cdcfb0b58e6
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_1_model_2,9e6y,295028f5764ac145bb4c1bcc00d60ec3f9fb75f1c38dec0701a303746e7f1c79,6fb57cf33c32979e9ab0d7cfea015e7f395e4971c7f26a789f1000c81590d9ee,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,8,8,0,5516,5187,-329,0.94035532994923854,-5.9644670050761466,427,361,-66,0.84543325526932089,-15.45667447306791,790,782,-8,0.98987341772151893,-1.0126582278481067,52,49,-3,0.94230769230769229,-5.7692307692307709,0.14321972443799855,0.1507615191825718,0.0075417947445732547,1.0526589111532483,5.2658911153248278,0.12177985948477751,0.13573407202216067,0.013954212537383159,1.1145855529512041,11.458555295120409,1002,84,60,24,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E->EVIDENCE_INFERENCE_ONLY_E,false,fff57d2bdb928cccd6bd7ae08b2a8cd0843230c5567e14cddf8a9c72b97300b9
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_1_model_3,8x6b,d077e528b9953f899e46d8585503e3d2d24a52b2cceac1522e609641e87a6ec6,cb3c2e896c15bbb02957f0518d83d701c7e85a11f42a3f735b9fe7763360411e,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/8x6b_baseline/cdr3_occlusion_summary_8x6b.csv,a01ad7cd252047fee1504c52aed6a0ade935be121e9ae00cd1f38a05aa7ed677,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_8x6b_blocker_classification.csv,f0de7c4b8435b0926b4578adcf52b2debdf78d059094ee7ad14f6f8227530cb9,10,10,0,4710,4489,-221,0.95307855626326965,-4.6921443736730346,373,307,-66,0.82305630026809651,-17.694369973190348,574,570,-4,0.99303135888501737,-0.69686411149826322,42,41,-1,0.97619047619047616,-2.3809523809523836,0.12186836518046709,0.12697705502339052,0.0051086898429234251,1.0419197372128386,4.1919737212838593,0.1126005361930295,0.13355048859934854,0.020949952406319042,1.1860555297037381,18.605552970373807,963,58,58,0,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E->EVIDENCE_INFERENCE_ONLY_E,false,3015d2655b04add1a862f28b56193a2b87cd923fa1da984e9f4ed996d1fa01a8
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_1_model_3,9e6y,efd3864ab70c7475fbd19c0129a2aec01b820f9afdfe734bba66e33e76825a7c,c226d0f4b8b2b9c496a67c4359a35156e50341053d0db1c4120b3908002a932d,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,9,9,0,4846,4530,-316,0.93479158068510115,-6.5208419314898851,371,311,-60,0.83827493261455521,-16.172506738544477,644,644,0,1,0,45,45,0,1,0,0.13289310771770532,0.14216335540838851,0.0092702476906831865,1.0697571743929359,6.9757174392935939,0.12129380053908356,0.14469453376205788,0.023400733222974313,1.192926045016077,19.292604501607702,1002,84,60,24,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E,EVIDENCE_INFERENCE_ONLY_E->EVIDENCE_INFERENCE_ONLY_E,false,2654f7969ba66b2b76d15267e20f4cf84ec87c66f252fd84000a2c509dfb7e49
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_2_model_1,8x6b,228d560b632167ca41ecfd5c036da89693036ea80f6deaf0b3414504e93b4670,9a74bfc2457792dad532d1ed330b288ed06118461b0e950d0d36e90fbcd45676,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/8x6b_baseline/cdr3_occlusion_summary_8x6b.csv,a01ad7cd252047fee1504c52aed6a0ade935be121e9ae00cd1f38a05aa7ed677,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_8x6b_blocker_classification.csv,f0de7c4b8435b0926b4578adcf52b2debdf78d059094ee7ad14f6f8227530cb9,15,15,0,8518,8011,-507,0.94047898567738908,-5.9521014322610917,740,589,-151,0.79594594594594592,-20.405405405405407,1590,1524,-66,0.95849056603773586,-4.1509433962264142,128,110,-18,0.859375,-14.0625,0.18666353604132427,0.19023842216951692,0.0035748861281926503,1.0191514968804685,1.9151496880468466,0.17297297297297298,0.18675721561969441,0.013784242646721429,1.0796901528013583,7.9690152801358272,963,58,58,0,BLOCKER_LIKE_A,BLOCKER_LIKE_A,BLOCKER_LIKE_A->BLOCKER_LIKE_A,false,a66ea1b8c75e150dc341494174ccae77cddca95c555ef1639d2472abf8053503
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_2_model_1,9e6y,5d1e0936c74941d5f4cb28f5c49bc1ddb7ba00c703425ee31edb79e2ecc0b42d,886abc4d1ad16cc37baf46244e652c99f6bc972b4c0feaa5236155f5c3415ae9,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,12,12,0,8936,8206,-730,0.91830796777081469,-8.1692032229185312,757,597,-160,0.7886393659180978,-21.136063408190221,1606,1546,-60,0.96264009962640096,-3.7359900373599042,121,107,-14,0.88429752066115708,-11.570247933884293,0.1797224709042077,0.18839873263465756,0.0086762617304498579,1.048275887187609,4.8275887187609001,0.15984147952443858,0.17922948073701842,0.019388001212579831,1.121295181139859,12.129518113985904,1002,84,60,24,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B->BLOCKER_PLAUSIBLE_B,false,06a8e804e6b898b53ffe422b385d47c659e2b806097d497c9bc3d3e550bba286
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_3_model_1,8x6b,dad92b164091e5300778dca0c6c6be23f7024d1ed105ec3457bd824f521f91e3,24e455bd6e0970fff830499ea1c58bb532adc65e9045a5d455be5f00abf9bbab,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/8x6b_baseline/cdr3_occlusion_summary_8x6b.csv,a01ad7cd252047fee1504c52aed6a0ade935be121e9ae00cd1f38a05aa7ed677,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_8x6b_blocker_classification.csv,f0de7c4b8435b0926b4578adcf52b2debdf78d059094ee7ad14f6f8227530cb9,18,18,0,9306,8732,-574,0.93831936385127879,-6.1680636148721213,806,643,-163,0.79776674937965264,-20.223325062034736,2008,1945,-63,0.96862549800796816,-3.1374501992031845,153,135,-18,0.88235294117647056,-11.764705882352944,0.21577476896625833,0.222743930371049,0.0069691614047906747,1.0322983147574611,3.2298314757461144,0.18982630272952852,0.2099533437013997,0.02012704097187118,1.1060287256426677,10.602872564266775,963,58,58,0,BLOCKER_LIKE_A,BLOCKER_LIKE_A,BLOCKER_LIKE_A->BLOCKER_LIKE_A,false,2da7bb34a56561317252768dd3d96f41dc0f5f3668e0411b39861b51f3fe6e4b
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_3_model_1,9e6y,70f1590b022df2b5c1fcfd245fef1ede61c86540f071682a255c29478e7007dc,a24d0fe5c24e8b457813b86d865c7799e05a43cbf4e28b084f71257ed60c304f,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,11,11,0,9783,8974,-809,0.91730553000102222,-8.2694469998977773,856,661,-195,0.77219626168224298,-22.780373831775702,2061,1986,-75,0.96360989810771469,-3.6390101892285309,156,136,-20,0.87179487179487181,-12.820512820512819,0.21067157313707452,0.22130599509694673,0.010634421959872215,1.0504786754165114,5.0478675416511409,0.1822429906542056,0.20574886535552195,0.023505874701316348,1.1289809534892743,12.898095348927431,1002,84,60,24,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B->BLOCKER_PLAUSIBLE_B,false,10884a0281ed7f7393bef4c413d70d5bdfe64ce4158f98b2c8898811e297e5ab
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_3_model_2,8x6b,0ffc23981d8614781f500daf6c20bde4add98142c19faf793cc61d1343a1ca1c,b826af13579b4b2326e106612f1245cc38da3252cd5ab9adc36ce4e0106ab4f9,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/8x6b_baseline/cdr3_occlusion_summary_8x6b.csv,a01ad7cd252047fee1504c52aed6a0ade935be121e9ae00cd1f38a05aa7ed677,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_8x6b_blocker_classification.csv,f0de7c4b8435b0926b4578adcf52b2debdf78d059094ee7ad14f6f8227530cb9,17,17,0,9224,8650,-574,0.93777103209019952,-6.2228967909800481,797,628,-169,0.78795483061480553,-21.204516938519447,1827,1778,-49,0.97318007662835249,-2.6819923371647514,140,126,-14,0.90000000000000002,-9.9999999999999982,0.19807025151777971,0.20554913294797689,0.0074788814301971762,1.0377587314242687,3.7758731424268666,0.17565872020075282,0.20063694267515925,0.024978222474406425,1.1421974522292995,14.219745222929948,963,58,58,0,BLOCKER_LIKE_A,BLOCKER_LIKE_A,BLOCKER_LIKE_A->BLOCKER_LIKE_A,false,24c7b99d605c524a29adc928725eea264a1b75b1c6b816bbc102b486c9e87987
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_3_model_2,9e6y,63c893e9129b20c083588d4418b30d4aaa196e00787fd75add42f35bde60ef17,4bd554eefba5ca71bc0d55fca6e22db3893d46cff5bbb37ba7b8ba34d9228b39,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,13,13,0,9710,8916,-794,0.9182286302780639,-8.17713697219361,822,643,-179,0.78223844282238442,-21.776155717761558,1871,1814,-57,0.96953500801710313,-3.0464991982896872,145,128,-17,0.88275862068965516,-11.724137931034484,0.19268795056642637,0.20345446388515029,0.010766513318723914,1.0558753844600797,5.5875384460079669,0.17639902676399027,0.19906687402799378,0.022667847264003504,1.1285032444897303,12.850324448973026,1002,84,60,24,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B->BLOCKER_PLAUSIBLE_B,false,c65ecfc4e0e282e25ea615f6610e1cf711013d9dfb8acd73a116a19be522cd99
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_3_model_3,8x6b,1dcd4b953dfdabb61de69b81bb2081aa368a31273ac558fc2c5826285440f617,e1b0e75a544fe52e88fac8eaa3b56107fdcfb3eebeb212b0d312e7110d31d59e,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/8x6b_baseline/cdr3_occlusion_summary_8x6b.csv,a01ad7cd252047fee1504c52aed6a0ade935be121e9ae00cd1f38a05aa7ed677,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_8x6b_blocker_classification.csv,f0de7c4b8435b0926b4578adcf52b2debdf78d059094ee7ad14f6f8227530cb9,16,16,0,8806,8255,-551,0.93742902566431974,-6.2570974335680258,764,609,-155,0.79712041884816753,-20.287958115183248,1773,1727,-46,0.97405527354765931,-2.5944726452340694,135,121,-14,0.89629629629629626,-10.370370370370374,0.20133999545764253,0.20920654149000606,0.0078665460323635306,1.0390709556463582,3.9070955646358208,0.17670157068062828,0.19868637110016421,0.021984800419535933,1.1244176853372256,12.441768533722563,963,58,58,0,BLOCKER_LIKE_A,BLOCKER_LIKE_A,BLOCKER_LIKE_A->BLOCKER_LIKE_A,false,96dbda3971d642224adf0e8ffdc8cbd18e3a975143b6b2d30314e9e337d13271
pvrig_v1_2_final_pose_sensitivity_delta_v1,DG_A_PVRIG_V1_2_DEV,V1_2_ATOM_ONLY_FINAL_POSE_SENSITIVITY_DELTA_V1,"Development sensitivity diagnostic on legacy variable-size final poses only; OLD V1.1 rule transitions are not V1.2 labels, not threshold-fitting evidence, not formal Docking Gold, and not experimental binding or blocking truth.",true,false,false,false,mutant_or_reference_control,2,mut_02_PVRIG-20_cdr3_cons_F99Y,20,single_conservative_cdr3,mutant,single_conservative_cdr3,cluster_3_model_3,9e6y,0f86d7d5ca7a735073e7191f3fd5b18d76af133720d4d2808d1a9883f5e3a709,060ff248ba1ef6f1d2c04e213db21d7afb136a554f092da8cdd918f8a3f945e5,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/9e6y_baseline/cdr3_occlusion_summary_9e6y.csv,a291ed2e18783aaea850f086329ec9bc61b619a7090f2ddd469cc8ae1fffe5bf,docking/calibration/mutant_validation_panel/workdirs/mut_02_PVRIG-20_cdr3_cons_F99Y/reports/mut_02_PVRIG-20_cdr3_cons_F99Y_9e6y_blocker_classification.csv,944a7979ba4742316835281d490c1868f1f86e70498e7cccdbda27a8292c2d49,13,13,0,9305,8540,-765,0.91778613648576035,-8.2213863514239645,775,611,-164,0.7883870967741935,-21.161290322580651,1825,1769,-56,0.96931506849315063,-3.0684931506849367,142,125,-17,0.88028169014084512,-11.971830985915489,0.19613111230521224,0.20714285714285716,0.011011744837644916,1.0561448140900196,5.614481409001959,0.1832258064516129,0.20458265139116202,0.021356844939549119,1.116560245268666,11.656024526866604,1002,84,60,24,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B,BLOCKER_PLAUSIBLE_B->BLOCKER_PLAUSIBLE_B,false,b170451a06b344725f3bb029137f96dbd915a9c1b53a3b1dda38b67439ceb6ad
