candidate_id	source_table	status	monomer_qc_score	monomer_clash_score
PVRIG_RFAb_v2_P1_ekg_S_bb007_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb000_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb003_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb003_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_L_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb005_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb006_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb003_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_L_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb003_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb006_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb003_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb003_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn01	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00	monomer_qc	present	1.0	
PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01	monomer_qc	present	1.0	
